swimmer,team,gender,class_yr,points,season
"Meagher, Sean R",Saint Olaf,Male,JR,383.55,2019-2020
"Moktan, Rahab",Saint Olaf,Male,JR,382.85,2019-2020
"Noecker, Andrew L",Saint Olaf,Male,FR,428.24,2019-2020
"Quezada, Xander",Saint Olaf,Male,SO,476.8,2019-2020
"Rizzo, Timothy R",Saint Olaf,Male,FR,745.55,2019-2020
"Swenson, Daniel",Saint Olaf,Male,SR,275.62,2019-2020
"Cleven, Annika R",Saint Olaf,Female,FR,610.3,2019-2020
"Croasdell, Caitlin",Saint Olaf,Female,SR,570.1,2019-2020
"CUCCHIARO, SHANNON E",Saint Olaf,Female,SO,478.35,2019-2020
"Dix, Martha",Saint Olaf,Female,SO,420.95,2019-2020
"Giovannozzi, Sarah E",Saint Olaf,Female,FR,287.75,2019-2020
"Jensen, Helen",Saint Olaf,Female,SR,621,2019-2020
"Jones, Olivia M",Saint Olaf,Female,JR,405.8,2019-2020
"Knutson, Maya L",Saint Olaf,Female,JR,668.05,2019-2020
"Lance, Anna",Saint Olaf,Female,JR,419.7,2019-2020
"Larsen, Kayli",Saint Olaf,Female,FR,419.1,2019-2020
"Metelmann, Solvay",Saint Olaf,Female,SR,467.68,2019-2020
"Nevin, Sophia M",Saint Olaf,Female,JR,565.2,2019-2020
"Newton, Maria L",Saint Olaf,Female,FR,680.65,2019-2020
"Pelszynski, Emily M",Saint Olaf,Female,FR,463.4,2019-2020
"Purdum, Allison J",Saint Olaf,Female,FR,532,2019-2020
"Sperling, Elmira",Saint Olaf,Female,SR,405.4,2019-2020
"Stewart, Brydie",Saint Olaf,Female,FR,529.8,2019-2020
"Wainwright, Maureen A",Saint Olaf,Female,FR,410.95,2019-2020
"Wallace, Victoria",Saint Olaf,Female,SO,384.66,2019-2020
"Wichmann, Kelly",Saint Olaf,Female,JR,545.05,2019-2020
"Wolff, Marissa R",Saint Olaf,Female,JR,681.7,2019-2020
"Banse, Aaron C",Carleton,Male,FR,399.7,2021-2022
"Bronstone, Aaron M",Carleton,Male,FR,517.55,2021-2022
"Chen, Kevin",Carleton,Male,JR,548.3,2021-2022
"Eldridge, Collin C",Carleton,Male,FR,497.85,2021-2022
"Eriksen, Dawson",Carleton,Male,JR,453.2,2021-2022
"Glaubitz, Flaminio S",Carleton,Male,FR,589.2,2021-2022
"Hedgecock, Nathan E",Carleton,Male,JR,556.8,2021-2022
"Jalili, Aidan A",Carleton,Male,FR,550.55,2021-2022
"Jia, Byron",Carleton,Male,FR,550.35,2021-2022
"Johnson, Parker A",Carleton,Male,JR,495.45,2021-2022
"Johnson, Teagan R",Carleton,Male,JR,583.8,2021-2022
"Krajc, Charles",Carleton,Male,FR,510.7,2021-2022
"Maring, Christopher T",Carleton,Male,FR,463.75,2021-2022
"Marlin, James E",Carleton,Male,JR,508.7,2021-2022
"Offman, Eli",Carleton,Male,SR,388.55,2021-2022
"Rene, Morgann",Carleton,Male,FR,498.9,2021-2022
"Scott, Ian P",Carleton,Male,FR,590.4,2021-2022
"Serota, Maxwell B",Carleton,Male,FR,503,2021-2022
"Smith, Sean E",Carleton,Male,FR,584.75,2021-2022
"Surdutovich, Joseph P",Carleton,Male,JR,373.4,2021-2022
"Tun, Ethan",Carleton,Male,FR,595.05,2021-2022
"Willmore, Benjamin",Carleton,Male,SR,587.4,2021-2022
"Wonacott, Rhys P",Carleton,Male,FR,439.75,2021-2022
"Wu, Joshua L",Carleton,Male,FR,613.5,2021-2022
"Yuan, Allen",Carleton,Male,SR,529.55,2021-2022
"Zhang, Carl Y",Carleton,Male,JR,547.35,2021-2022
"Baggett, Sophie M",Carleton,Female,JR,528.55,2021-2022
"Berets, Lillian",Carleton,Female,JR,336.5,2021-2022
"Bernhard, Lorraine C",Carleton,Female,JR,554,2021-2022
"Boettiger, Lindsay E",Carleton,Female,JR,346,2021-2022
"Boyum, Lydia R",Carleton,Female,SR,542,2021-2022
"Bradjan, Victoria D",Carleton,Female,FR,518.55,2021-2022
"Cameron, Alison S",Carleton,Female,SR,582.65,2021-2022
"Chatard, Elizabeth",Carleton,Female,FR,525.4,2021-2022
"Crampton, Caroline H",Carleton,Female,FR,514.7,2021-2022
"Czerniecki, Vanessa",Carleton,Female,FR,380.26,2021-2022
"Damberg-Ott, Madeline",Carleton,Female,JR,567.15,2021-2022
"Drummond, Jenna D",Carleton,Female,FR,514.15,2021-2022
"Halladay, Anna F",Carleton,Female,JR,397.3,2021-2022
"Hanson, Grace E",Carleton,Female,FR,455.45,2021-2022
"Hoganson, Annemily G",Carleton,Female,SO,332.5,2021-2022
"Horwitz, Rebecca",Carleton,Female,SR,385.8,2021-2022
"Hultgren, Kristin S",Carleton,Female,JR,269.95,2021-2022
"Johnson, Aleia",Carleton,Female,FR,502.65,2021-2022
"Lafferty, Natalie D",Carleton,Female,SR,513.7,2021-2022
"Lee, Serena",Carleton,Female,SR,536.95,2021-2022
"Luljak, Julia C",Carleton,Female,JR,556,2021-2022
"Marks, Abigail R",Carleton,Female,FR,409.65,2021-2022
"Nagaoka, Yuki",Carleton,Female,SR,454.95,2021-2022
"Nagpal, Jivana",Carleton,Female,FR,373.35,2021-2022
"Neid, Claire",Carleton,Female,SR,524.65,2021-2022
"Orenstein, Talia A",Carleton,Female,JR,429.1,2021-2022
"Quattrucci, Isabella",Carleton,Female,SR,389,2021-2022
"Riley, Isabelle C",Carleton,Female,FR,491.15,2021-2022
"Rosenberg, Ashley N",Carleton,Female,FR,535.8,2021-2022
"Sheridan, Samantha K",Carleton,Female,FR,547.35,2021-2022
"Smith, Madison T",Carleton,Female,SR,555,2021-2022
"Soehnlin, Natalie",Carleton,Female,JR,270.25,2021-2022
"Andersen, Rachel A",Concordia-Moorhead,Female,SO,399.55,2021-2022
"Biebl, Lindsey",Concordia-Moorhead,Female,JR,318.7,2021-2022
"Bray, Jessica L",Concordia-Moorhead,Female,JR,482.15,2021-2022
"Cramer, Kaitlin",Concordia-Moorhead,Female,JR,486.15,2021-2022
"Gunderson, Camille A",Concordia-Moorhead,Female,JR,434.7,2021-2022
"Jaeger, Hailey C",Concordia-Moorhead,Female,FR,579.95,2021-2022
"Rasmussen, Alexandra",Concordia-Moorhead,Female,SR,486.64,2021-2022
"Schmidt, Chantelle",Concordia-Moorhead,Female,FR,331.1,2021-2022
"Timm, Brienna",Concordia-Moorhead,Female,SO,423.65,2021-2022
"Zeleny, Audrey",Concordia-Moorhead,Female,JR,421.2,2021-2022
"Becker, Andrew E",Gustavus,Male,JR,672.8,2021-2022
"Boie, Brady W",Gustavus,Male,SO,589.05,2021-2022
"Brustad, Chase A",Gustavus,Male,SO,478.85,2021-2022
"Copple, Kade R",Gustavus,Male,SO,576.95,2021-2022
"Cordano, Jonathan",Gustavus,Male,FR,603.8,2021-2022
"Dawson, Jared E",Gustavus,Male,JR,647.5,2021-2022
"Engle, Denis",Gustavus,Male,SR,335.6,2021-2022
"Fagley, Calvin A",Gustavus,Male,SO,466.6,2021-2022
"Fitch, Michael K",Gustavus,Male,FR,459.15,2021-2022
"Franko-Dynes, Dutch W",Gustavus,Male,SR,644.4,2021-2022
"Frese, Noah J",Gustavus,Male,SR,516.7,2021-2022
"Gulaid, Liam I",Gustavus,Male,FR,354.85,2021-2022
"Haglund, Noah A",Gustavus,Male,FR,478.95,2021-2022
"Haugstad, Chad J",Gustavus,Male,SR,547.7,2021-2022
"Hill, Nyden F",Gustavus,Male,FR,625,2021-2022
"Horgan, Alexander M",Gustavus,Male,SR,297.05,2021-2022
"Hudson, Dane W",Gustavus,Male,JR,615.6,2021-2022
"Hussein, Farrque",Gustavus,Male,SR,537.7,2021-2022
"Johnson, Alex",Gustavus,Male,FR,484,2021-2022
"Johnson, Teddy",Gustavus,Male,JR,536.7,2021-2022
"Kawlewski, Ryan",Gustavus,Male,SR,665.05,2021-2022
"Klarqvist, Lukas",Gustavus,Male,SR,510.35,2021-2022
"Krusell, Jacob",Gustavus,Male,JR,448.1,2021-2022
"Malecha, Bryce",Gustavus,Male,SO,512.7,2021-2022
"McCullough, Eamonn",Gustavus,Male,SR,648.95,2021-2022
"Metzger, Jacob J",Gustavus,Male,FR,553.15,2021-2022
"Nguyen, Marcus V",Gustavus,Male,FR,428.9,2021-2022
"Richardson, Peyton",Gustavus,Male,SO,669.75,2021-2022
"Ricker, Joseph",Gustavus,Male,FR,477.85,2021-2022
"Ripken, Kieran",Gustavus,Male,SO,640.05,2021-2022
"Rossow, Teddy",Gustavus,Male,SO,431.4,2021-2022
"Schindler, Logan T",Gustavus,Male,SO,445.5,2021-2022
"Small, Erik",Gustavus,Male,JR,665.65,2021-2022
"Strom, Matthew J",Gustavus,Male,SO,732.8,2021-2022
"Teichmiller, Tyler",Gustavus,Male,SO,609.3,2021-2022
"Thornberg, Adam H",Gustavus,Male,SO,648.6,2021-2022
"Urbaniak, Ben I",Gustavus,Male,SO,508,2021-2022
"Vander-Jeugdt, Taylor",Gustavus,Male,JR,586.2,2021-2022
"Watry, Thomas W",Gustavus,Male,FR,331.9,2021-2022
"Zemek, Callen W",Gustavus,Male,JR,715.4,2021-2022
"Artley, Elisabeth J",Gustavus,Female,FR,459.95,2021-2022
"Artley, Sophia L",Gustavus,Female,JR,427.15,2021-2022
"Bader, Ursula I",Gustavus,Female,FR,455.95,2021-2022
"Benoit, Ella",Gustavus,Female,SR,458.4,2021-2022
"Bergman, Kira",Gustavus,Female,SO,305.55,2021-2022
"Castillo, Mariel",Gustavus,Female,SO,497.5,2021-2022
"Davenport, Mary",Gustavus,Female,FR,520.25,2021-2022
"Delaney, Isabella J",Gustavus,Female,FR,425.15,2021-2022
"Ewer, Hannah G",Gustavus,Female,SO,516.75,2021-2022
"Gambill, Anna O",Gustavus,Female,SR,360.1,2021-2022
"Gilles, Alison I",Gustavus,Female,FR,582.9,2021-2022
"Glodoski, Julia M",Gustavus,Female,SR,468.6,2021-2022
"Groth, Mackenzie L",Gustavus,Female,SO,454.65,2021-2022
"Hofstede, Ellen M",Gustavus,Female,JR,724,2021-2022
"Isaacson, Marit K",Gustavus,Female,FR,635.75,2021-2022
"Jahnsen, Natalie K",Gustavus,Female,SO,407.4,2021-2022
"Jass, Teegan",Gustavus,Female,SO,534.2,2021-2022
"Johnson, Annikka",Gustavus,Female,JR,591.55,2021-2022
"Johnson, Chelsy M",Gustavus,Female,SO,474.55,2021-2022
"Jones, Hannah",Gustavus,Female,JR,593.4,2021-2022
"Kaehn, Maren E",Gustavus,Female,JR,442.95,2021-2022
"Lipke, Megan R",Gustavus,Female,FR,477.7,2021-2022
"Mellum, Morgan M",Gustavus,Female,JR,514.9,2021-2022
"Ortloff, Lillie N",Gustavus,Female,SR,565.95,2021-2022
"Pearson, Emily",Gustavus,Female,JR,504.3,2021-2022
"Peterson, Lucy",Gustavus,Female,SO,640.1,2021-2022
"Phillips, Mercedes A",Gustavus,Female,JR,398.25,2021-2022
"Pokrandt, Kayley A",Gustavus,Female,SO,332.1,2021-2022
"Prowse, Sydney J",Gustavus,Female,FR,488,2021-2022
"Schammel, Abigail J",Gustavus,Female,SR,466.15,2021-2022
"Soukup, Leah",Gustavus,Female,SO,527.25,2021-2022
"Soukup, Rachel M",Gustavus,Female,SR,272.55,2021-2022
"Speedling, Elizabeth A",Gustavus,Female,SR,529.85,2021-2022
"Sprow, Reese E",Gustavus,Female,FR,451.45,2021-2022
"Stewart, Ameilia R",Gustavus,Female,JR,442.72,2021-2022
"Stokesbary, Madison E",Gustavus,Female,SO,295.45,2021-2022
"Strobl, Sydney",Gustavus,Female,SR,481.45,2021-2022
"Van Den Heuvel, Bella A",Gustavus,Female,FR,476.9,2021-2022
"Voss, Amelia",Gustavus,Female,SO,443.1,2021-2022
"Whitlock, Macey",Gustavus,Female,FR,535.75,2021-2022
"Witte, Mikayla R",Gustavus,Female,FR,586.95,2021-2022
"Yartz, Abby",Gustavus,Female,JR,596.85,2021-2022
"Zaske, Mikayla A",Gustavus,Female,JR,442.95,2021-2022
"Ziegler, Madeline G",Gustavus,Female,FR,499.8,2021-2022
"Doan, Quinn",Hamline,Male,SR,534.35,2021-2022
"Hubbard, George D",Hamline,Male,JR,632.6,2021-2022
"Steeves, Nathan R",Hamline,Male,SR,487.7,2021-2022
"Van Sambeek, Anthony T",Hamline,Male,SO,325.65,2021-2022
"Chavarria, Aubrey I",Hamline,Female,JR,357.6,2021-2022
"Cimera, Cailey",Hamline,Female,JR,380.7,2021-2022
"Fischer, Lilah S",Hamline,Female,SR,391.65,2021-2022
"Hegg, Makayla J",Hamline,Female,FR,330.95,2021-2022
"Liu, Tina",Hamline,Female,FR,428.2,2021-2022
"McCutchen, Sydney R",Hamline,Female,JR,377.1,2021-2022
"Mesita, Julie L",Hamline,Female,JR,307.75,2021-2022
"Needham, Julia L",Hamline,Female,JR,332,2021-2022
"Nigro, Bennett J",Hamline,Female,JR,445.1,2021-2022
"Schrader, Morgan C",Hamline,Female,FR,463.55,2021-2022
"Stukey, Tessa J",Hamline,Female,JR,348.35,2021-2022
"Wood, Sarah",Hamline,Female,JR,534.2,2021-2022
"Yurttas, Sila",Hamline,Female,FR,509.15,2021-2022
"Aguilar, Adrian",Macalester,Male,FR,412.15,2021-2022
"Batsaikhan, Munkhbat C",Macalester,Male,FR,585.95,2021-2022
"Blomquist, Benjamin C",Macalester,Male,SR,510,2021-2022
"Fanning, Jay",Macalester,Male,FR,492.6,2021-2022
"Gu, Zinan",Macalester,Male,SO,393.52,2021-2022
"Hubbard, Tanner D",Macalester,Male,SR,486.95,2021-2022
"Kisker, Isaac J",Macalester,Male,FR,502.98,2021-2022
"Lewin, Ben w",Macalester,Male,FR,449.3,2021-2022
"McNeff, Ryan D",Macalester,Male,FR,442.15,2021-2022
"Nicholson, William",Macalester,Male,SO,374.95,2021-2022
"Pryzby, Brian",Macalester,Male,SO,399.05,2021-2022
"Rose, Jarrett",Macalester,Male,JR,430,2021-2022
"Schroeder, Adam D",Macalester,Male,FR,456.75,2021-2022
"Villarama, Ramier S",Macalester,Male,FR,398.7,2021-2022
"Williams, Aidan",Macalester,Male,SR,491.35,2021-2022
"Batsaikhan, Munkh-Enkh E",Macalester,Female,FR,476.15,2021-2022
"Borg, Caitlin",Macalester,Female,JR,519.1,2021-2022
"Capecci, Isabel V",Macalester,Female,SO,436.95,2021-2022
"Chapon, Caroline A",Macalester,Female,FR,577.25,2021-2022
"Cox-Faxon, Izabel",Macalester,Female,FR,422.7,2021-2022
"Frederick, Zoe",Macalester,Female,JR,476.55,2021-2022
"Green, Sonya C",Macalester,Female,FR,444.3,2021-2022
"Johnson, Olivia L",Macalester,Female,FR,492.25,2021-2022
"Lobo, Zella",Macalester,Female,SR,485.15,2021-2022
"Madigan, Grace E",Macalester,Female,JR,504.95,2021-2022
"Madigan, Grace F",Macalester,Female,JR,531.97,2021-2022
"Merkadeau, Olga",Macalester,Female,FR,589.2,2021-2022
"Nilson, Melina",Macalester,Female,FR,415.75,2021-2022
"Parker, Eleanor E",Macalester,Female,FR,527.35,2021-2022
"Pollock, Natalie E",Macalester,Female,FR,535.7,2021-2022
"Radke, Jocelyn A",Macalester,Female,SO,631.75,2021-2022
"Rakowski, Anna L",Macalester,Female,FR,566.5,2021-2022
"Schutz, Lauren-Anne",Macalester,Female,FR,405.7,2021-2022
"Stewart, Kinsey",Macalester,Female,SR,322.63,2021-2022
"Takashima, Sena",Macalester,Female,SR,393.25,2021-2022
"Turner, Grace",Macalester,Female,JR,456.1,2021-2022
"Wray-Raabolle, Verity C",Macalester,Female,FR,600.1,2021-2022
"Bartell, Brenna",Saint Kate's,Female,SO,553.85,2021-2022
"Baxley, Amelia",Saint Kate's,Female,SR,579.2,2021-2022
"Dombroski, Jillian",Saint Kate's,Female,FR,603.4,2021-2022
"Durand, Gillian",Saint Kate's,Female,JR,572.85,2021-2022
"Erikson, Sophia L",Saint Kate's,Female,JR,385.5,2021-2022
"Friedrich, Samantha M",Saint Kate's,Female,SO,619.5,2021-2022
"Hocking, Amelia S",Saint Kate's,Female,FR,519.5,2021-2022
"Klein, Macy G",Saint Kate's,Female,SR,713.4,2021-2022
"Le Bris, Jade",Saint Kate's,Female,SR,381.75,2021-2022
"Menso, Margaret R",Saint Kate's,Female,SR,734.65,2021-2022
"Mertens, Julia E",Saint Kate's,Female,SR,410.55,2021-2022
"Ramirez, Amara J",Saint Kate's,Female,FR,446.55,2021-2022
"Schwieters, Laney C",Saint Kate's,Female,FR,506.55,2021-2022
"Svendsen, Emma K",Saint Kate's,Female,FR,641.6,2021-2022
"Svendsen, Hannah N",Saint Kate's,Female,SR,672.25,2021-2022
"van Oosterom, Anneke B",Saint Kate's,Female,SO,616.8,2021-2022
"Voelker, Andrea",Saint Kate's,Female,JR,603.05,2021-2022
"Voss, Anne E",Saint Kate's,Female,JR,677.9,2021-2022
"Wentzel, Jordyn",Saint Kate's,Female,SR,820.1,2021-2022
"Wetzel, Hannah",Saint Kate's,Female,SO,459.3,2021-2022
"Anderson, Samuel J",SJU/CSB,Male,SO,464.85,2021-2022
"Atkinson, Spencer C",SJU/CSB,Male,SR,510.05,2021-2022
"Belov, Timothy M",SJU/CSB,Male,JR,514.55,2021-2022
"Brinkman, Beau J",SJU/CSB,Male,JR,543.6,2021-2022
"East, Andrew J",SJU/CSB,Male,FR,540.35,2021-2022
"Fleischhacker, Dylan",SJU/CSB,Male,JR,552.5,2021-2022
"Froehle, Steven R",SJU/CSB,Male,SR,546.15,2021-2022
"Heer, Alex G",SJU/CSB,Male,SO,527.1,2021-2022
"Huber, Ethan",SJU/CSB,Male,JR,591.55,2021-2022
"Kern, Colby N",SJU/CSB,Male,FR,597.25,2021-2022
"Klinkner, Tayen J",SJU/CSB,Male,FR,514.6,2021-2022
"Koller, Joe",SJU/CSB,Male,JR,618.55,2021-2022
"Larson, Carter S",SJU/CSB,Male,FR,648.45,2021-2022
"Luetmer, Henry J",SJU/CSB,Male,FR,480.35,2021-2022
"Mehus, Jack J",SJU/CSB,Male,JR,524.3,2021-2022
"Nelson, Trevor",SJU/CSB,Male,SR,445.55,2021-2022
"Noble, Liam T",SJU/CSB,Male,FR,603,2021-2022
"O'Donnel, Brogan P",SJU/CSB,Male,SO,498.25,2021-2022
"Philion, Langston R",SJU/CSB,Male,FR,493.9,2021-2022
"Rios, Rafael",SJU/CSB,Male,SO,496.65,2021-2022
"Ruoff, Zac J",SJU/CSB,Male,FR,540.4,2021-2022
"Scanlon, Parker O",SJU/CSB,Male,SO,517.95,2021-2022
"Siyad, Sakariye A",SJU/CSB,Male,SO,378.55,2021-2022
"Spangler, Mark K",SJU/CSB,Male,SO,375.1,2021-2022
"Spangler, Scott C",SJU/CSB,Male,SO,420.05,2021-2022
"Teeter, Travis L",SJU/CSB,Male,SO,509.25,2021-2022
"Thayer, Connor M",SJU/CSB,Male,FR,599.05,2021-2022
"Tschida, Jake E",SJU/CSB,Male,FR,448.65,2021-2022
"Ullman, Andrew",SJU/CSB,Male,SO,382.35,2021-2022
"West, Jack P",SJU/CSB,Male,FR,469.8,2021-2022
"Anderson, Jordan",SJU/CSB,Female,SR,389.65,2021-2022
"Beck, Julia",SJU/CSB,Female,SR,306.65,2021-2022
"Beck, Maria",SJU/CSB,Female,SO,464.45,2021-2022
"Birklid, Ana R",SJU/CSB,Female,SR,654.15,2021-2022
"Brewer, Katie",SJU/CSB,Female,JR,358.9,2021-2022
"Davison, Hayley",SJU/CSB,Female,SR,347,2021-2022
"DiCesare, Caroline",SJU/CSB,Female,SO,494.4,2021-2022
"Engle, Riley",SJU/CSB,Female,FR,511.35,2021-2022
"Gerhardt, Morgan",SJU/CSB,Female,SR,448.6,2021-2022
"Jennings, Laura",SJU/CSB,Female,SO,529.55,2021-2022
"Johanson, Molly K",SJU/CSB,Female,JR,572.45,2021-2022
"Larson, Jocie",SJU/CSB,Female,SO,550.6,2021-2022
"Lefebvre, Nicole F",SJU/CSB,Female,SR,438.05,2021-2022
"Madson, Ella",SJU/CSB,Female,SO,313.4,2021-2022
"Mechels, Kate",SJU/CSB,Female,SO,388,2021-2022
"Milstroh, Jess",SJU/CSB,Female,JR,580.2,2021-2022
"Panek, Rachel A",SJU/CSB,Female,FR,422.5,2021-2022
"Ridgeway, Mary",SJU/CSB,Female,JR,415,2021-2022
"Ritten, Grace K",SJU/CSB,Female,FR,440.9,2021-2022
"Rosko, Fiona",SJU/CSB,Female,JR,604.1,2021-2022
"Slavik, Madison R",SJU/CSB,Female,JR,586.95,2021-2022
"Smutka, Lindsay M",SJU/CSB,Female,SO,595.6,2021-2022
"Sonday, Isabelle J",SJU/CSB,Female,SR,477.85,2021-2022
"Tatge, Hannah",SJU/CSB,Female,SO,542.35,2021-2022
"Vicker, Emma",SJU/CSB,Female,SO,406.85,2021-2022
"Wagner, Emi",SJU/CSB,Female,SO,584.95,2021-2022
"Barry, Danny J",Saint Olaf,Male,SR,386.6,2021-2022
"Bloedow, Daniel R",Saint Olaf,Male,SO,548.45,2021-2022
"Chant, Jaden",Saint Olaf,Male,SO,566.95,2021-2022
"Conway, Brendan",Saint Olaf,Male,JR,310.68,2021-2022
"Gonzalez Ramirez, Jose M",Saint Olaf,Male,SO,442.8,2021-2022
"Greseth, Sjon E",Saint Olaf,Male,SR,535.15,2021-2022
"Gusdal, Benjamin H",Saint Olaf,Male,FR,480.1,2021-2022
"Hauck, Cullen",Saint Olaf,Male,SR,319.08,2021-2022
"Hauck, Marcus",Saint Olaf,Male,SO,566.15,2021-2022
"McCarthy, Thomas S",Saint Olaf,Male,FR,502.7,2021-2022
"Miller, Travis",Saint Olaf,Male,SO,434.85,2021-2022
"Nevins, Avery H",Saint Olaf,Male,FR,497.65,2021-2022
"Noecker, Andrew L",Saint Olaf,Male,JR,478.9,2021-2022
"Rizzo, Timothy R",Saint Olaf,Male,JR,725.6,2021-2022
"Turner, Michael R",Saint Olaf,Male,SO,400.55,2021-2022
"Bakken, Maren E",Saint Olaf,Female,FR,433.35,2021-2022
"Cleven, Annika R",Saint Olaf,Female,JR,606.45,2021-2022
"CUCCHIARO, SHANNON E",Saint Olaf,Female,SR,476.65,2021-2022
"Dix, Martha",Saint Olaf,Female,SR,394.5,2021-2022
"Egesdal, Claire",Saint Olaf,Female,SO,436.45,2021-2022
"Fairbanks, Karoline A",Saint Olaf,Female,FR,361.6,2021-2022
"Fickenscher, Emily A",Saint Olaf,Female,FR,440.85,2021-2022
"Flint, Nicole A",Saint Olaf,Female,SR,362.1,2021-2022
"Giovannozzi, Sarah E",Saint Olaf,Female,JR,258.9,2021-2022
"Granstrom, Leah N",Saint Olaf,Female,JR,387.2,2021-2022
"Hauck, Signe",Saint Olaf,Female,SO,539.75,2021-2022
"Hauck, Tatum",Saint Olaf,Female,SO,592.35,2021-2022
"Huber, Kayli",Saint Olaf,Female,SO,334.2,2021-2022
"Johnson, Mara R",Saint Olaf,Female,SO,432.15,2021-2022
"Narveson, Christina",Saint Olaf,Female,SO,443,2021-2022
"Newton, Maria L",Saint Olaf,Female,JR,489.75,2021-2022
"Pelszynski, Emily M",Saint Olaf,Female,JR,466.6,2021-2022
"Purdum, Allison J",Saint Olaf,Female,JR,448.95,2021-2022
"Stewart, Brydie",Saint Olaf,Female,JR,492.9,2021-2022
"Stumpf, Rachel G",Saint Olaf,Female,SO,551.95,2021-2022
"Thomson, Charlotte M",Saint Olaf,Female,SO,593.1,2021-2022
"Varley, Ellen",Saint Olaf,Female,FR,612.95,2021-2022
"Viren, Elsa",Saint Olaf,Female,FR,504.36,2021-2022
"Wainwright, Maureen A",Saint Olaf,Female,JR,468.5,2021-2022
"Wallace, Victoria",Saint Olaf,Female,SR,390.14,2021-2022
"Wilcox, Alison R",Saint Olaf,Female,SO,444.65,2021-2022
"Banse, Aaron C",Carleton,Male,SO,447.9,2022-2023
"Brewster, William",Carleton,Male,SR,399.05,2022-2023
"Bronstone, Aaron M",Carleton,Male,SO,592.1,2022-2023
"Chang, Nicholas J",Carleton,Male,FR,564.3,2022-2023
"Chen, Kevin",Carleton,Male,SR,600.7,2022-2023
"Clausman, William M",Carleton,Male,FR,361.4,2022-2023
"Eldridge, Collin C",Carleton,Male,SO,531.25,2022-2023
"Glaubitz, Flaminio S",Carleton,Male,SO,663.75,2022-2023
"Guan, Zhengyang",Carleton,Male,FR,621,2022-2023
"Hedgecock, Nathan E",Carleton,Male,SR,507.85,2022-2023
"Jalili, Aidan A",Carleton,Male,SO,574.5,2022-2023
"Jia, Byron",Carleton,Male,SO,552,2022-2023
"Johnson, Parker A",Carleton,Male,SR,526.75,2022-2023
"Johnson, Teagan R",Carleton,Male,SR,609.35,2022-2023
"Kong, Jeffrey",Carleton,Male,FR,505.45,2022-2023
"Krajc, Charles",Carleton,Male,SO,453.55,2022-2023
"Maring, Christopher T",Carleton,Male,SO,503.3,2022-2023
"Marlin, James E",Carleton,Male,SR,464.35,2022-2023
"Ruppe, Charlie F",Carleton,Male,FR,490.65,2022-2023
"Scott, Ian P",Carleton,Male,SO,602.1,2022-2023
"Serota, Maxwell B",Carleton,Male,SO,500.8,2022-2023
"Smith, Sean E",Carleton,Male,SO,584.15,2022-2023
"Surdutovich, Joseph P",Carleton,Male,SR,376.05,2022-2023
"Tun, Ethan",Carleton,Male,SO,669.9,2022-2023
"Wonacott, Rhys P",Carleton,Male,SO,452.05,2022-2023
"Wu, Joshua L",Carleton,Male,SO,616.35,2022-2023
"Zhang, Carl Y",Carleton,Male,SR,576.2,2022-2023
"Baggett, Sophie M",Carleton,Female,SR,540.15,2022-2023
"Baranov, Stephanie V",Carleton,Female,FR,531.65,2022-2023
"Berets, Lillian",Carleton,Female,SR,387.45,2022-2023
"Bernhard, Lorraine C",Carleton,Female,SR,598.2,2022-2023
"Boettiger, Lindsay E",Carleton,Female,SR,390.65,2022-2023
"Chatard, Elizabeth",Carleton,Female,SO,544,2022-2023
"Crampton, Caroline H",Carleton,Female,SO,536.85,2022-2023
"Damberg-Ott, Madeline",Carleton,Female,SR,583.8,2022-2023
"Drummond, Jenna D",Carleton,Female,SO,512.7,2022-2023
"Halladay, Anna F",Carleton,Female,SR,392.35,2022-2023
"Hebard, Eleanor J",Carleton,Female,FR,571.2,2022-2023
"Hultgren, Kristin S",Carleton,Female,SR,266.7,2022-2023
"Johnson, Aleia",Carleton,Female,SO,473.95,2022-2023
"Luljak, Julia C",Carleton,Female,SR,576.75,2022-2023
"Marks, Abigail R",Carleton,Female,SO,423.3,2022-2023
"Morton, Zoe",Carleton,Female,FR,561.8,2022-2023
"Nagpal, Jivana",Carleton,Female,SO,365.15,2022-2023
"Riley, Isabelle C",Carleton,Female,SO,545.6,2022-2023
"Rosenberg, Ashley N",Carleton,Female,SO,505.9,2022-2023
"SACHS, AVIVA T",Carleton,Female,FR,430.25,2022-2023
"Sheridan, Samantha K",Carleton,Female,SO,503.2,2022-2023
"Soforenko, Vivianne",Carleton,Female,JR,405,2022-2023
"Taraday, Lola S",Carleton,Female,FR,479.4,2022-2023
"Trackman, Alison J",Carleton,Female,FR,442.5,2022-2023
"Wong, Lily S",Carleton,Female,FR,481.3,2022-2023
"Andersen, Rachel A",Concordia-Moorhead,Female,JR,352.35,2022-2023
"Barlage, Madelyn",Concordia-Moorhead,Female,FR,295.9,2022-2023
"Biebl, Lindsey",Concordia-Moorhead,Female,SR,307.65,2022-2023
"Bray, Jessica L",Concordia-Moorhead,Female,SR,439.7,2022-2023
"Cramer, Kaitlin",Concordia-Moorhead,Female,SR,483.45,2022-2023
"Gunderson, Camille A",Concordia-Moorhead,Female,SR,421.95,2022-2023
"Jaeger, Hailey C",Concordia-Moorhead,Female,SO,550.3,2022-2023
"Juetten, Haley",Concordia-Moorhead,Female,FR,366.2,2022-2023
